appid,discount,initial_price,price
2768,0,0,"0,00"
2740,0,0,"0,00"
2800,0,"4,99","4,99"
2790,0,0,"0,00"
2770,0,0,"0,00"
2767,0,0,"0,00"
2820,0,"15,99","15,99"
2850,0,"4,99","4,99"
2827,0,0,"0,00"
2810,0,"9,99","9,99"
2840,0,"4,99","4,99"
2870,0,"29,99","29,99"
2930,0,0,"0,00"
2910,80,"24,95","4,99"
2720,0,"4,99","4,99"
2680,0,0,"0,00"
3000,0,"4,99","4,99"
2860,0,0,"0,00"
2920,80,"18,95","3,79"
3020,0,"9,99","9,99"
2990,0,"9,99","9,99"
2950,0,0,"0,00"
3010,0,"4,99","4,99"
3030,0,0,"0,00"
2730,0,0,"0,00"
3050,0,"4,99","4,99"
3170,0,"9,99","9,99"
3160,0,0,"0,00"
3220,0,0,"0,00"
3150,0,0,"0,00"
3270,0,"4,99","4,99"
3205,0,0,"0,00"
3190,0,0,"0,00"
3273,0,0,"0,00"
3210,0,0,"0,00"
3260,0,"4,99","4,99"
2826,0,0,"0,00"
3230,0,"4,99","4,99"
3280,0,0,"0,00"
2900,80,"18,95","3,79"
3302,0,0,"0,00"
3040,0,0,"0,00"
3332,0,0,"0,00"
3322,0,0,"0,00"
3312,0,0,"0,00"
3330,0,"4,99","4,99"
3352,0,0,"0,00"
3350,0,"4,99","4,99"
3360,0,"4,99","4,99"
3342,0,0,"0,00"
3130,0,"4,99","4,99"
3362,0,0,"0,00"
3370,0,"4,99","4,99"
3372,0,0,"0,00"
3200,75,"9,96","2,49"
3300,0,"4,99","4,99"
3402,0,0,"0,00"
3400,0,0,"0,00"
3420,0,"4,99","4,99"
3382,0,0,"0,00"
3410,0,"4,99","4,99"
3390,0,"4,99","4,99"
3392,0,0,"0,00"
3430,0,"4,99","4,99"
3432,0,0,"0,00"
3412,0,0,"0,00"
3442,0,0,"0,00"
3310,0,"4,99","4,99"
3422,0,0,"0,00"
3450,0,"4,99","4,99"
3460,0,"4,99","4,99"
3320,0,"4,99","4,99"
3470,0,"4,99","4,99"
3462,0,0,"0,00"
3380,0,"4,99","4,99"
3340,0,"4,99","4,99"
3483,0,0,"0,00"
3492,0,0,"0,00"
3490,0,0,"0,00"
3502,0,0,"0,00"
3472,0,0,"0,00"
3520,0,"4,99","4,99"
3500,0,"4,99","4,99"
3522,0,0,"0,00"
3512,0,0,"0,00"
3530,0,"4,99","4,99"
3510,0,"4,99","4,99"
3562,0,0,"0,00"
3540,0,"4,99","4,99"
3570,0,"4,99","4,99"
3542,0,0,"0,00"
3452,0,0,"0,00"
3572,0,0,"0,00"
3590,0,"4,99","4,99"
3580,0,"4,99","4,99"
3582,0,0,"0,00"
3599,0,0,"0,00"
3602,0,0,"0,00"
3600,0,"4,99","4,99"
3592,0,0,"0,00"
3620,0,"4,99","4,99"
3610,0,"4,99","4,99"
3612,0,0,"0,00"
3629,0,0,"0,00"
3630,0,"4,99","4,99"
3622,0,0,"0,00"
3480,0,"4,99","4,99"
3482,0,0,"0,00"
3532,0,0,"0,00"
3650,0,0,"0,00"
3700,0,"7,99","7,99"
3710,0,"7,99","7,99"
3642,0,0,"0,00"
3632,0,0,"0,00"
3640,0,0,"0,00"
3720,90,"9,90","0,99"
3750,0,0,"0,00"
3730,80,"4,95","0,99"
3560,0,"4,99","4,99"
3800,0,"9,99","9,99"
3820,0,0,"0,00"
3652,0,0,"0,00"
3839,80,"4,95","0,99"
3838,0,"4,99","4,99"
3830,0,"9,99","9,99"
3910,80,"4,95","0,99"
3840,0,0,"0,00"
3850,0,0,"0,00"
3920,0,"9,99","9,99"
3960,0,"4,99","4,99"
3970,0,0,"0,00"
3900,80,"29,95","5,99"
4000,0,"9,99","9,99"
3980,0,"9,99","9,99"
3990,0,"4,99","4,99"
4010,0,0,"0,00"
4100,0,"9,99","9,99"
4020,0,0,"0,00"
4102,0,0,"0,00"
4230,0,"39,99","39,99"
4207,0,0,"0,00"
4280,0,0,"0,00"
4270,0,0,"0,00"
4240,0,"39,99","39,99"
4260,0,0,"0,00"
4290,0,"3,99","3,99"
4400,0,0,"0,00"
3810,0,0,"0,00"
4410,0,0,"0,00"
4320,0,0,"0,00"
4329,0,0,"0,00"
4300,0,"9,99","9,99"
4330,0,0,"0,00"
4460,0,"9,99","9,99"
4420,0,"4,99","4,99"
4450,0,0,"0,00"
4470,0,"4,99","4,99"
4200,0,0,"0,00"
4206,0,0,"0,00"
4500,0,"19,99","19,99"
4550,0,0,"0,00"
4570,0,"34,99","34,99"
4590,0,0,"0,00"
4210,0,0,"0,00"
4520,75,"9,96","2,49"
4560,0,"36,99","36,99"
4600,0,0,"0,00"
4310,0,0,"0,00"
4580,0,0,"0,00"
4710,0,0,"0,00"
4700,0,"24,99","24,99"
4530,0,"9,99","9,99"
4610,0,0,"0,00"
4720,0,"14,95","14,95"
4770,0,0,"0,00"
4440,0,0,"0,00"
4760,0,0,"0,00"
4730,0,0,"0,00"
4780,0,"24,99","24,99"
4790,0,0,"0,00"
4808,0,0,"0,00"
4810,0,0,"0,00"
4850,0,"4,99","4,99"
4830,0,0,"0,00"
4870,0,"4,99","4,99"
4480,0,0,"0,00"
4856,75,"3,96","0,99"
4820,0,0,"0,00"
4900,0,0,"0,00"
4540,0,0,"0,00"
4890,0,"4,99","4,99"
4880,0,"4,99","4,99"
4930,0,0,"0,00"
4920,0,"4,99","4,99"
5002,0,0,"0,00"
4931,0,0,"0,00"
4910,0,0,"0,00"
5001,0,0,"0,00"
5004,0,0,"0,00"
5003,0,0,"0,00"
4940,0,0,"0,00"
5000,0,0,"0,00"
5005,0,0,"0,00"
4932,0,"4,99","4,99"
5007,0,0,"0,00"
5011,0,0,"0,00"
5006,0,0,"0,00"
4800,0,"7,99","7,99"
5009,0,0,"0,00"
5008,0,0,"0,00"
5012,0,0,"0,00"
5013,0,0,"0,00"
5014,0,0,"0,00"
5016,0,0,"0,00"
5020,0,0,"0,00"
5015,0,0,"0,00"
5026,0,0,"0,00"
5022,0,0,"0,00"
5027,0,0,"0,00"
5028,0,0,"0,00"
5021,0,0,"0,00"
5025,0,0,"0,00"
5024,0,0,"0,00"
5017,0,0,"0,00"
5030,0,0,"0,00"
5032,0,0,"0,00"
5031,0,0,"0,00"
5033,0,0,"0,00"
5034,0,0,"0,00"
5010,0,0,"0,00"
5039,0,0,"0,00"
5035,0,0,"0,00"
5036,0,0,"0,00"
5019,0,0,"0,00"
5042,0,0,"0,00"
5018,0,0,"0,00"
5041,0,0,"0,00"
5038,0,0,"0,00"
5043,0,0,"0,00"
5044,0,0,"0,00"
5037,0,0,"0,00"
5047,0,0,"0,00"
5045,0,0,"0,00"
5049,0,0,"0,00"
5050,0,0,"0,00"
5052,0,0,"0,00"
5023,0,0,"0,00"
5053,0,0,"0,00"
5057,0,0,"0,00"
5058,0,0,"0,00"
5054,0,0,"0,00"
5059,0,0,"0,00"
5062,0,0,"0,00"
5060,0,0,"0,00"
5056,0,0,"0,00"
5063,0,0,"0,00"
5066,0,0,"0,00"
5040,0,0,"0,00"
5068,0,0,"0,00"
5064,0,0,"0,00"
5055,0,0,"0,00"
5046,0,0,"0,00"
5071,0,0,"0,00"
5048,0,0,"0,00"
5070,0,0,"0,00"
5072,0,0,"0,00"
5051,0,0,"0,00"
5074,0,0,"0,00"
5075,0,0,"0,00"
5076,0,0,"0,00"
5078,0,0,"0,00"
5077,0,0,"0,00"
5080,0,0,"0,00"
5073,0,0,"0,00"
5083,0,0,"0,00"
5061,0,0,"0,00"
5082,0,0,"0,00"
5079,0,0,"0,00"
5081,0,0,"0,00"
5084,0,0,"0,00"
5085,0,0,"0,00"
5087,0,0,"0,00"
5086,0,0,"0,00"
5088,0,0,"0,00"
5069,0,0,"0,00"
5089,0,0,"0,00"
5094,0,0,"0,00"
5090,0,0,"0,00"
5096,0,0,"0,00"
5093,0,0,"0,00"
5067,0,0,"0,00"
5095,0,0,"0,00"
5100,0,0,"0,00"
5092,0,0,"0,00"
5097,0,0,"0,00"
5103,0,0,"0,00"
5102,0,0,"0,00"
5101,0,0,"0,00"
5098,0,0,"0,00"
5099,0,0,"0,00"
5108,0,0,"0,00"
5107,0,0,"0,00"
5106,0,0,"0,00"
5109,0,0,"0,00"
5111,0,0,"0,00"
5117,0,0,"0,00"
5091,0,0,"0,00"
5114,0,0,"0,00"
5120,0,0,"0,00"
5115,0,0,"0,00"
5116,0,0,"0,00"
5112,0,0,"0,00"
5121,0,0,"0,00"
5122,0,0,"0,00"
5119,0,0,"0,00"
5123,0,0,"0,00"
5125,0,0,"0,00"
5127,0,0,"0,00"
5128,0,0,"0,00"
5124,0,0,"0,00"
5104,0,0,"0,00"
5129,0,0,"0,00"
5126,0,0,"0,00"
5131,0,0,"0,00"
5130,0,0,"0,00"
5138,0,0,"0,00"
5136,0,0,"0,00"
5135,0,0,"0,00"
5105,0,0,"0,00"
5134,0,0,"0,00"
5139,0,0,"0,00"
5133,0,0,"0,00"
5113,0,0,"0,00"
5140,0,0,"0,00"
5143,0,0,"0,00"
5142,0,0,"0,00"
5141,0,0,"0,00"
5144,0,0,"0,00"
5118,0,0,"0,00"
5147,0,0,"0,00"
5145,0,0,"0,00"
5152,0,0,"0,00"
5146,0,0,"0,00"
5153,0,0,"0,00"
5155,0,0,"0,00"
5151,0,0,"0,00"
5149,0,0,"0,00"
5150,0,0,"0,00"
5154,0,0,"0,00"
5157,0,0,"0,00"
5132,0,0,"0,00"
5159,0,0,"0,00"
5160,0,0,"0,00"
5137,0,0,"0,00"
5161,0,0,"0,00"
5164,0,0,"0,00"
5168,0,0,"0,00"
5165,0,0,"0,00"
5166,0,0,"0,00"
5167,0,0,"0,00"
5163,0,0,"0,00"
5169,0,0,"0,00"
5175,0,0,"0,00"
5173,0,0,"0,00"
5172,0,0,"0,00"
5179,0,0,"0,00"
5158,0,0,"0,00"
5181,0,0,"0,00"
5182,0,0,"0,00"
5183,0,0,"0,00"
5180,0,0,"0,00"
5162,0,0,"0,00"
5187,0,0,"0,00"
5184,0,0,"0,00"
5190,0,0,"0,00"
5191,0,0,"0,00"
5192,0,0,"0,00"
5188,0,0,"0,00"
5185,0,0,"0,00"
5186,0,0,"0,00"
5193,0,0,"0,00"
5174,0,0,"0,00"
5177,0,0,"0,00"
5195,0,0,"0,00"
5197,0,0,"0,00"
5170,0,0,"0,00"
5178,0,0,"0,00"
5196,0,0,"0,00"
5194,0,0,"0,00"
5198,0,0,"0,00"
5202,0,0,"0,00"
5203,0,0,"0,00"
5204,0,0,"0,00"
5200,0,0,"0,00"
5208,0,0,"0,00"
5209,0,0,"0,00"
5199,0,0,"0,00"
5205,0,0,"0,00"
5189,0,0,"0,00"
5207,0,0,"0,00"
5211,0,0,"0,00"
5215,0,0,"0,00"
5210,0,0,"0,00"
5212,0,0,"0,00"
5213,0,0,"0,00"
5217,0,0,"0,00"
5206,0,0,"0,00"
5214,0,0,"0,00"
5216,0,0,"0,00"
5218,0,0,"0,00"
5219,0,0,"0,00"
5220,0,0,"0,00"
5221,0,0,"0,00"
5222,0,0,"0,00"
5227,0,0,"0,00"
5236,0,0,"0,00"
5235,0,0,"0,00"
5233,0,0,"0,00"
5232,0,0,"0,00"
5234,0,0,"0,00"
5231,0,0,"0,00"
5223,0,0,"0,00"
5201,0,0,"0,00"
5238,0,0,"0,00"
5240,0,0,"0,00"
5237,0,0,"0,00"
5241,0,0,"0,00"
5243,0,0,"0,00"
5245,0,0,"0,00"
5239,0,0,"0,00"
5242,0,0,"0,00"
5244,0,0,"0,00"
5248,0,0,"0,00"
5247,0,0,"0,00"
5253,0,0,"0,00"
5251,0,0,"0,00"
5249,0,0,"0,00"
5259,0,0,"0,00"
5256,0,0,"0,00"
5246,0,0,"0,00"
5252,0,0,"0,00"
5255,0,0,"0,00"
5257,0,0,"0,00"
5260,0,0,"0,00"
5262,0,0,"0,00"
5250,0,0,"0,00"
5261,0,0,"0,00"
5254,0,0,"0,00"
5265,0,0,"0,00"
5266,0,0,"0,00"
5267,0,0,"0,00"
5269,0,0,"0,00"
5263,0,0,"0,00"
5272,0,0,"0,00"
5268,0,0,"0,00"
5279,0,0,"0,00"
5275,0,0,"0,00"
5276,0,0,"0,00"
5280,0,0,"0,00"
5278,0,0,"0,00"
5281,0,0,"0,00"
5277,0,0,"0,00"
5274,0,0,"0,00"
5273,0,0,"0,00"
5283,0,0,"0,00"
5282,0,0,"0,00"
5258,0,0,"0,00"
5284,0,0,"0,00"
5285,0,0,"0,00"
5289,0,0,"0,00"
5288,0,0,"0,00"
5270,0,0,"0,00"
5291,0,0,"0,00"
5295,0,0,"0,00"
5293,0,0,"0,00"
5297,0,0,"0,00"
5292,0,0,"0,00"
5298,0,0,"0,00"
5290,0,0,"0,00"
5296,0,0,"0,00"
5294,0,0,"0,00"
5271,0,0,"0,00"
5304,0,0,"0,00"
5300,0,0,"0,00"
5301,0,0,"0,00"
5299,0,0,"0,00"
5303,0,0,"0,00"
5305,0,0,"0,00"
5306,0,0,"0,00"
5316,0,0,"0,00"
5286,0,0,"0,00"
5315,0,0,"0,00"
5310,0,0,"0,00"
5287,0,0,"0,00"
5317,0,0,"0,00"
5323,0,0,"0,00"
5311,0,0,"0,00"
5326,0,0,"0,00"
5321,0,0,"0,00"
5325,0,0,"0,00"
5324,0,0,"0,00"
5309,0,0,"0,00"
5320,0,0,"0,00"
5327,0,0,"0,00"
5322,0,0,"0,00"
5328,0,0,"0,00"
5333,0,0,"0,00"
5329,0,0,"0,00"
5334,0,0,"0,00"
5337,0,0,"0,00"
5330,0,0,"0,00"
5335,0,0,"0,00"
5339,0,0,"0,00"
5338,0,0,"0,00"
5331,0,0,"0,00"
5312,0,0,"0,00"
5341,0,0,"0,00"
5343,0,0,"0,00"
5344,0,0,"0,00"
5347,0,0,"0,00"
5319,0,0,"0,00"
5340,0,0,"0,00"
5346,0,0,"0,00"
5345,0,0,"0,00"
5348,0,0,"0,00"
5349,0,0,"0,00"
5361,0,0,"0,00"
5350,0,0,"0,00"
5353,0,0,"0,00"
5360,0,0,"0,00"
5362,0,0,"0,00"
5367,0,0,"0,00"
5365,0,0,"0,00"
5368,0,0,"0,00"
5363,0,0,"0,00"
5369,0,0,"0,00"
5372,0,0,"0,00"
5366,0,0,"0,00"
5374,0,0,"0,00"
5332,0,0,"0,00"
5342,0,0,"0,00"
5375,0,0,"0,00"
5376,0,0,"0,00"
5370,0,0,"0,00"
5378,0,0,"0,00"
5390,0,0,"0,00"
5386,0,0,"0,00"
5377,0,0,"0,00"
5351,0,0,"0,00"
5364,0,0,"0,00"
5387,0,0,"0,00"
5392,0,0,"0,00"
5388,0,0,"0,00"
5379,0,0,"0,00"
5391,0,0,"0,00"
5394,0,0,"0,00"
5397,0,0,"0,00"
5399,0,0,"0,00"
5371,0,0,"0,00"
5398,0,0,"0,00"
5396,0,0,"0,00"
5401,0,0,"0,00"
5404,0,0,"0,00"
5414,0,0,"0,00"
5415,0,0,"0,00"
5402,0,0,"0,00"
5410,0,0,"0,00"
5411,0,0,"0,00"
5419,0,0,"0,00"
5400,0,0,"0,00"
5418,0,0,"0,00"
5416,0,0,"0,00"
5420,0,0,"0,00"
5389,0,0,"0,00"
5422,0,0,"0,00"
5426,0,0,"0,00"
5395,0,0,"0,00"
5424,0,0,"0,00"
5430,0,0,"0,00"
5428,0,0,"0,00"
5427,0,0,"0,00"
5445,0,0,"0,00"
5405,0,0,"0,00"
5434,0,0,"0,00"
5433,0,0,"0,00"
5435,0,0,"0,00"
5406,0,0,"0,00"
5446,0,0,"0,00"
5447,0,0,"0,00"
5450,0,0,"0,00"
5456,0,0,"0,00"
5409,0,0,"0,00"
5459,0,0,"0,00"
5451,0,0,"0,00"
5461,0,0,"0,00"
5460,0,0,"0,00"
5457,0,0,"0,00"
5462,0,0,"0,00"
5463,0,0,"0,00"
5465,0,0,"0,00"
5467,0,0,"0,00"
5471,0,0,"0,00"
5475,0,0,"0,00"
5473,0,0,"0,00"
5449,0,0,"0,00"
5474,0,0,"0,00"
5476,0,0,"0,00"
5479,0,0,"0,00"
5455,0,0,"0,00"
5480,0,0,"0,00"
5453,0,0,"0,00"
5484,0,0,"0,00"
5477,0,0,"0,00"
5483,0,0,"0,00"
5487,0,0,"0,00"
5481,0,0,"0,00"
5486,0,0,"0,00"
5464,0,0,"0,00"
5488,0,0,"0,00"
5470,0,0,"0,00"
5472,0,0,"0,00"
5496,0,0,"0,00"
5495,0,0,"0,00"
5494,0,0,"0,00"
5492,0,0,"0,00"
5468,0,0,"0,00"
5499,0,0,"0,00"
5500,0,0,"0,00"
5507,0,0,"0,00"
5501,0,0,"0,00"
5503,0,0,"0,00"
5504,0,0,"0,00"
5497,0,0,"0,00"
5510,0,0,"0,00"
5478,0,0,"0,00"
5513,0,0,"0,00"
5516,0,0,"0,00"
5514,0,0,"0,00"
5515,0,0,"0,00"
5520,0,0,"0,00"
5519,0,0,"0,00"
5517,0,0,"0,00"
5518,0,0,"0,00"
5522,0,0,"0,00"
5521,0,0,"0,00"
5489,0,0,"0,00"
5512,0,0,"0,00"
5526,0,0,"0,00"
5523,0,0,"0,00"
5502,0,0,"0,00"
5529,0,0,"0,00"
5505,0,0,"0,00"
5532,0,0,"0,00"
5531,0,0,"0,00"
5530,0,0,"0,00"
5511,0,0,"0,00"
5527,0,0,"0,00"
5533,0,0,"0,00"
5534,0,0,"0,00"
5535,0,0,"0,00"
5538,0,0,"0,00"
5524,0,0,"0,00"
5541,0,0,"0,00"
5540,0,0,"0,00"
5537,0,0,"0,00"
5542,0,0,"0,00"
5539,0,0,"0,00"
5543,0,0,"0,00"
5544,0,0,"0,00"
5545,0,0,"0,00"
5547,0,0,"0,00"
5546,0,0,"0,00"
5550,0,0,"0,00"
5525,0,0,"0,00"
5551,0,0,"0,00"
5553,0,0,"0,00"
5552,0,0,"0,00"
5555,0,0,"0,00"
5558,0,0,"0,00"
5560,0,0,"0,00"
5561,0,0,"0,00"
5559,0,0,"0,00"
5536,0,0,"0,00"
5554,0,0,"0,00"
5557,0,0,"0,00"
5562,0,0,"0,00"
5565,0,0,"0,00"
5564,0,0,"0,00"
5563,0,0,"0,00"
5566,0,0,"0,00"
5570,0,0,"0,00"
5572,0,0,"0,00"
5549,0,0,"0,00"
5567,0,0,"0,00"
5574,0,0,"0,00"
5571,0,0,"0,00"
5568,0,0,"0,00"
5579,0,0,"0,00"
5575,0,0,"0,00"
5578,0,0,"0,00"
5581,0,0,"0,00"
5576,0,0,"0,00"
5580,0,0,"0,00"
5577,0,0,"0,00"
5556,0,0,"0,00"
5583,0,0,"0,00"
5585,0,0,"0,00"
5586,0,0,"0,00"
5587,0,0,"0,00"
5589,0,0,"0,00"
5588,0,0,"0,00"
5592,0,0,"0,00"
5594,0,0,"0,00"
5569,0,0,"0,00"
5573,0,0,"0,00"
5593,0,0,"0,00"
5597,0,0,"0,00"
5596,0,0,"0,00"
5598,0,0,"0,00"
5599,0,0,"0,00"
5595,0,0,"0,00"
5601,0,0,"0,00"
5604,0,0,"0,00"
5603,0,0,"0,00"
5602,0,0,"0,00"
5582,0,0,"0,00"
5584,0,0,"0,00"
5609,0,0,"0,00"
5600,0,0,"0,00"
5607,0,0,"0,00"
5605,0,0,"0,00"
5606,0,0,"0,00"
5608,0,0,"0,00"
5591,0,0,"0,00"
5611,0,0,"0,00"
5614,0,0,"0,00"
5612,0,0,"0,00"
5613,0,0,"0,00"
5615,0,0,"0,00"
5590,0,0,"0,00"
5617,0,0,"0,00"
5616,0,0,"0,00"
5618,0,0,"0,00"
5627,0,0,"0,00"
5619,0,0,"0,00"
5626,0,0,"0,00"
5622,0,0,"0,00"
5621,0,0,"0,00"
5620,0,0,"0,00"
5629,0,0,"0,00"
5633,0,0,"0,00"
5631,0,0,"0,00"
5628,0,0,"0,00"
5630,0,0,"0,00"
5637,0,0,"0,00"
5635,0,0,"0,00"
5632,0,0,"0,00"
5623,0,0,"0,00"
5634,0,0,"0,00"
5639,0,0,"0,00"
5638,0,0,"0,00"
5640,0,0,"0,00"
5641,0,0,"0,00"
5610,0,0,"0,00"
5646,0,0,"0,00"
5642,0,0,"0,00"
5643,0,0,"0,00"
5649,0,0,"0,00"
5644,0,0,"0,00"
5647,0,0,"0,00"
5645,0,0,"0,00"
5653,0,0,"0,00"
5652,0,0,"0,00"
5651,0,0,"0,00"
